"<a href='http://geolite.maxmind.com/download/geoip/database/GeoLiteCity.dat.gz' title='Download GeoCity database'>Download</a> and unzip file under the 'MAGETO_ROOT/lib/MaxMind/GeoIP/data' folder if you don't have it","如果您没有地理位置城市数据，请<a href='http://geolite.maxmind.com/download/geoip/database/GeoLiteCity.dat.gz' title='下载地址位置城市数据库'>下载</a>并解压至'MAGETO_ROOT/lib/MaxMind/GeoIP/data'目录"
"GeoCity filename","地理位置城市文件名"
